product_id,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id
P0684,15.0,55.0,32.0,cluster_0,H03,H0313,H031303,H03130303,H0313030301
P0685,3.0,26.5,17.0,cluster_2,H03,H0311,H031110,H03111006,H0311100603
P0687,5.0,15.2,9.9,cluster_9,H01,H0108,H010807,H01080710,H0108071022
P0688,1.0,23.0,7.5,cluster_0,H03,H0313,H031305,H03130518,H0313051817
P0689,9.2,27.4,11.5,cluster_0,H01,H0105,H010501,H01050114,H0105011401
P0690,9.0,5.5,9.0,cluster_0,H01,H0108,H010810,H01081009,H0108100901
P0691,1.0,20.0,30.0,cluster_4,H03,H0313,H031307,H03130705,H0313070502
P0692,3.5,4.0,11.5,cluster_0,H03,H0312,H031207,H03120710,H0312071009
P0693,6.0,33.0,10.5,cluster_0,H03,H0313,H031302,H03130205,H0313020501
P0694,11.0,16.0,16.0,cluster_9,H00,H0000,H000005,H00000505,H0000050506
P0695,2.0,10.0,20.0,cluster_9,H00,H0002,H000206,H00020610,H0002061001
P0696,4.6,10.3,4.8,cluster_0,H01,H0108,H010805,H01080500,H0108050026
P0697,8.0,16.0,10.0,cluster_0,H00,H0002,H000200,H00020009,H0002000901
P0698,11.1,11.1,11.1,cluster_7,H00,H0001,H000105,H00010500,H0001050008
P0699,2.0,20.0,15.0,cluster_0,H03,H0313,H031307,H03130700,H0313070017
P0700,40.0,100.0,50.0,cluster_6,H03,H0314,H031401,H03140100,H0314010006
P0701,4.5,18.5,8.5,cluster_9,H01,H0107,H010702,H01070200,H0107020017
P0702,4.5,7.0,7.0,cluster_4,H01,H0107,H010700,H01070009,H0107000901
P0703,26.0,26.0,26.0,cluster_0,H03,H0314,H031407,H03140702,H0314070201
P0704,6.0,20.0,13.0,cluster_0,H00,H0001,H000102,H00010210,H0001021012
P0705,4.6,23.3,8.6,cluster_6,H01,H0108,H010803,H01080311,H0108031101
P0706,1.0,10.0,10.0,cluster_0,H00,H0004,H000401,H00040105,H0004010522
P0707,4.3,13.5,4.3,cluster_9,H00,H0001,H000105,H00010510,H0001051017
P0708,5.0,15.0,10.0,cluster_0,H03,H0315,H031504,H03150400,H0315040000
P0709,6.0,21.0,11.0,cluster_9,H00,H0004,H000401,H00040105,H0004010512
P0710,,,,cluster_0,H03,H0313,H031305,H03130520,H0313052008
P0711,2.5,18.0,8.0,cluster_0,H03,H0315,H031504,H03150411,H0315041140
P0712,3.7,4.5,16.7,cluster_0,H01,H0108,H010801,H01080110,H0108011006
P0713,5.0,16.0,7.0,cluster_9,H00,H0004,H000400,H00040000,H0004000032
P0714,15.0,15.0,8.0,cluster_3,H01,H0108,H010811,H01081100,H0108110043
P0715,7.0,13.0,7.0,cluster_0,H00,H0000,H000005,H00000500,H0000050017
P0716,12.7,6.5,21.0,cluster_9,H03,H0312,H031206,H03120610,H0312061042
P0718,5.0,18.0,10.0,cluster_0,H00,H0004,H000401,H00040100,H0004010026
P0719,6.0,17.0,6.0,,H00,H0000,H000004,H00000400,H0000040001
P0720,47.8,80.0,47.8,cluster_0,H01,H0106,H010601,H01060112,H0106011208
P0721,1.5,25.0,12.5,cluster_0,H01,H0108,H010809,H01080900,H0108090001
P0722,5.0,7.0,5.0,,H01,H0107,H010702,H01070210,H0107021003
P0724,6.0,24.0,10.0,cluster_0,H00,H0003,H000310,H00031000,H0003100001
P0725,,,,cluster_0,H00,H0004,H000402,H00040212,H0004021202
P0726,1.0,15.0,10.0,cluster_0,H00,H0003,H000312,H00031200,H0003120001
P0727,,,,,H02,H0209,H020900,H02090000,H0209000001
P0728,3.0,4.0,4.0,cluster_0,H02,H0210,H021000,H02100001,H0210000104
P0729,19.0,23.0,20.0,cluster_0,H03,H0315,H031508,H03150800,H0315080020
P0730,4.8,21.2,8.9,cluster_0,H01,H0108,H010807,H01080710,H0108071032
P0731,8.0,18.0,8.0,cluster_0,H03,H0314,H031400,H03140001,H0314000101
P0732,4.5,18.2,4.5,cluster_0,H01,H0108,H010805,H01080500,H0108050033
P0733,2.0,4.0,9.0,cluster_7,H00,H0003,H000314,H00031405,H0003140506
P0735,5.0,22.5,6.1,cluster_8,H01,H0108,H010808,H01080815,H0108081512
P0736,70.0,165.0,36.0,cluster_0,H01,H0107,H010702,H01070200,H0107020004
P0737,2.0,25.0,9.0,cluster_3,H03,H0311,H031111,H03111103,H0311110301
P0738,3.5,8.5,3.5,cluster_0,H01,H0108,H010808,H01080814,H0108081412
P0739,8.5,9.0,8.5,cluster_3,H03,H0312,H031208,H03120817,H0312081713
P0740,1.0,20.0,10.0,cluster_0,H03,H0313,H031305,H03130518,H0313051828
P0741,3.8,16.4,9.5,cluster_0,H01,H0106,H010600,H01060013,H0106001345
P0742,6.4,7.0,6.4,cluster_0,H01,H0108,H010811,H01081100,H0108110038
P0744,2.0,7.0,7.0,,H03,H0311,H031108,H03110802,H0311080202
P0745,,,,cluster_0,H02,H0209,H020908,H02090804,H0209080422
P0746,1.0,1.0,1.0,cluster_0,H03,H0314,H031407,H03140702,H0314070202
P0747,23.0,23.0,33.3,cluster_0,H01,H0107,H010701,H01070100,H0107010026
P0748,3.8,4.8,15.3,cluster_0,H01,H0108,H010801,H01080110,H0108011006
